"album_name","ep","album_release","track_number","track_name","artist","featuring","bonus_track","promotional_release","single_release","track_release","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","Streams","log_Streams","binary_streams"
"Lover",FALSE,2019-08-23,2,"Cruel Summer","Taylor Swift",NA,FALSE,NA,2023-06-20,2019-08-23,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4,178427,FALSE,"A","major","A major",1702854354,21.2555717117753,1
"Lover",FALSE,2019-08-23,3,"Lover","Taylor Swift",NA,FALSE,NA,2019-08-16,2019-08-16,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4,221307,FALSE,"G","major","G major",1216532258,20.9192702368934,1
"Lover",FALSE,2019-08-23,4,"The Man","Taylor Swift",NA,FALSE,NA,2020-01-27,2019-08-23,0.777,0.658,0,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048,4,190360,FALSE,"C","major","C major",674515918,20.3295058330371,1
"Lover",FALSE,2019-08-23,5,"The Archer","Taylor Swift",NA,FALSE,2019-07-23,NA,2019-07-23,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,211240,FALSE,"C","major","C major",347936552,19.667530699277,1
"Lover",FALSE,2019-08-23,6,"I Think He Knows","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,4,173387,FALSE,"C","major","C major",251389518,19.3425141587404,1
"Lover",FALSE,2019-08-23,7,"Miss Americana & The Heartbreak Prince","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,4,234147,FALSE,"B","minor","B minor",320922544,19.5867103560276,1
"Lover",FALSE,2019-08-23,8,"Paper Rings","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4,222400,FALSE,"A","major","A major",586467395,20.1896276320146,1
"Lover",FALSE,2019-08-23,9,"Cornelia Street","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,4,287267,FALSE,"C","major","C major",298413464,19.5139905459194,1
"Lover",FALSE,2019-08-23,10,"Death By A Thousand Cuts","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071,4,198533,FALSE,"E","major","E major",263228708,19.3885338244157,1
"Lover",FALSE,2019-08-23,11,"London Boy","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,4,190240,FALSE,"C#","major","C# major",298982938,19.5158970661816,1
"Lover",FALSE,2019-08-23,12,"Soon You'll Get Better","Taylor Swift","The Chicks",FALSE,NA,NA,2019-08-23,0.433,0.182,0,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476,4,201587,FALSE,"C","major","C major",134128730,18.7143105684073,1
"Lover",FALSE,2019-08-23,13,"False God","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,4,200307,FALSE,"B","minor","B minor",209395928,19.1597374101753,1
"Lover",FALSE,2019-08-23,14,"You Need To Calm Down","Taylor Swift",NA,FALSE,NA,2019-06-14,2019-06-14,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,4,171360,FALSE,"D","major","D major",861573553,20.5742709881171,1
"Lover",FALSE,2019-08-23,15,"Afterglow","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.756,0.449,9,-8.746,1,0.0344,0.13,0,0.114,0.399,111.011,4,223293,FALSE,"A","major","A major",344877626,19.6587002048258,1
"Lover",FALSE,2019-08-23,16,"ME!","Taylor Swift","Brendon Urie, Panic! At The Disco",FALSE,NA,2019-04-26,2019-04-26,0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,4,193000,FALSE,"C","major","C major",821623783,20.5267931633359,1
"Lover",FALSE,2019-08-23,17,"It's Nice To Have A Friend","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,4,150440,FALSE,"A#","major","A# major",121892420,18.6186494104016,1
"Lover",FALSE,2019-08-23,18,"Daylight","Taylor Swift",NA,FALSE,NA,NA,2019-08-23,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,4,293453,FALSE,"C","major","C major",331291433,19.6185090081975,1
"folklore",FALSE,2020-07-24,1,"the 1","Taylor Swift",NA,FALSE,2020-10-09,NA,2020-07-24,0.78,0.361,0,-6.942,1,0.048,0.75,7.14e-06,0.108,0.163,139.902,4,210240,TRUE,"C","major","C major",517471858,20.0644657009488,1
"folklore",FALSE,2020-07-24,2,"cardigan","Taylor Swift",NA,FALSE,NA,2020-07-27,2020-07-24,0.612,0.58,0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,4,239560,FALSE,"C","minor","C minor",1134549436,20.849501436378,1
"folklore",FALSE,2020-07-24,3,"the last great american dynasty","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,4,231000,TRUE,"G","major","G major",327256102,19.6062536088753,1
"folklore",FALSE,2020-07-24,4,"exile","Taylor Swift","Bon Iver",FALSE,NA,2020-08-03,2020-07-24,0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-05,0.11,0.16,75.938,4,285640,FALSE,"F#","major","F# major",692171271,20.3553439844036,1
"folklore",FALSE,2020-07-24,5,"my tears ricochet","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.456,0.265,0,-10.663,1,0.0328,0.814,0,0.0679,0.112,129.947,4,255893,FALSE,"C","major","C major",421587992,19.8595390728124,1
"folklore",FALSE,2020-07-24,6,"mirrorball","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.549,0.417,7,-10.064,1,0.035,0.686,1.9e-06,0.0604,0.347,110.137,4,208973,FALSE,"G","major","G major",374276274,19.7405047832086,1
"folklore",FALSE,2020-07-24,7,"seven","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.602,0.494,4,-10.813,1,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,4,208907,FALSE,"E","major","E major",279820925,19.4496604029605,1
"folklore",FALSE,2020-07-24,8,"august","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.387,0.634,5,-9.222,1,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,4,261920,FALSE,"F","major","F major",951233896,20.6732705376933,1
"folklore",FALSE,2020-07-24,9,"this is me trying","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.511,0.478,9,-9.837,1,0.0322,0.312,2.3e-05,0.147,0.408,135.882,4,195107,FALSE,"A","major","A major",347716932,19.6668992929451,1
"folklore",FALSE,2020-07-24,10,"illicit affairs","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.529,0.304,10,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58,4,190893,FALSE,"A#","major","A# major",348053926,19.6678679855038,1
"folklore",FALSE,2020-07-24,11,"invisible string","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.651,0.459,4,-11.128,0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,4,252880,FALSE,"E","minor","E minor",326442749,19.6037651436792,1
"folklore",FALSE,2020-07-24,12,"mad woman","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.593,0.7,3,-9.016,1,0.0492,0.67,6.77e-06,0.116,0.451,141.898,4,237267,TRUE,"D#","major","D# major",195226335,19.0896701357532,1
"folklore",FALSE,2020-07-24,13,"epiphany","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.317,0.254,1,-13.679,1,0.0286,0.727,0.000326,0.0867,0.103,93.933,4,289747,FALSE,"C#","major","C# major",169440299,18.9480112044523,1
"folklore",FALSE,2020-07-24,14,"betty","Taylor Swift",NA,FALSE,NA,2020-08-17,2020-07-24,0.595,0.376,0,-8.767,1,0.0256,0.589,0,0.0989,0.476,95.946,4,294520,TRUE,"C","major","C major",317284578,19.5753096515273,1
"folklore",FALSE,2020-07-24,15,"peace","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.644,0.284,5,-12.879,1,0.0821,0.916,1.5e-05,0.0909,0.328,150.072,4,234000,TRUE,"F","major","F major",190318606,19.0642100994261,1
"folklore",FALSE,2020-07-24,16,"hoax","Taylor Swift",NA,FALSE,NA,NA,2020-07-24,0.676,0.178,8,-15.01,1,0.0394,0.964,7.9e-06,0.135,0.404,118.84,4,220040,FALSE,"G#","major","G# major",169945233,18.9509867842867,1
"folklore",FALSE,2020-07-24,17,"the lakes","Taylor Swift",NA,TRUE,2021-07-24,NA,2020-07-24,0.313,0.258,2,-11.532,1,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,4,211813,FALSE,"D","major","D major",136746855,18.7336420008301,1
"evermore",FALSE,2020-12-11,1,"willow","Taylor Swift",NA,FALSE,NA,2020-12-11,2020-12-11,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,214707,FALSE,"G","major","G major",761640338,20.4509850048498,1
"evermore",FALSE,2020-12-11,2,"champagne problems","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,4,244000,TRUE,"C","major","C major",549133358,20.1238518807226,1
"evermore",FALSE,2020-12-11,3,"gold rush","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,4,185320,TRUE,"A","major","A major",264011028,19.3915014329654,1
"evermore",FALSE,2020-12-11,4,"'tis the damn season","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,4,229840,FALSE,"F","major","F major",242750122,19.3075431677102,1
"evermore",FALSE,2020-12-11,5,"tolerate it","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,5,245440,TRUE,"A","major","A major",268716361,19.4091669611998,1
"evermore",FALSE,2020-12-11,6,"no body, no crime","Taylor Swift","HAIM",FALSE,NA,2021-01-11,2020-12-11,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,4,215627,FALSE,"G","minor","G minor",252268798,19.3460057357296,1
"evermore",FALSE,2020-12-11,7,"happiness","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,4,315147,TRUE,"B","major","B major",170449092,18.9539472294586,1
"evermore",FALSE,2020-12-11,8,"dorothea","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,4,225880,FALSE,"E","major","E major",157984690,18.8780086875621,1
"evermore",FALSE,2020-12-11,9,"coney island","Taylor Swift","The National",FALSE,NA,2021-01-18,2020-12-11,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,4,275320,FALSE,"G#","major","G# major",164324824,18.9173556610651,1
"evermore",FALSE,2020-12-11,10,"ivy","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,4,260440,TRUE,"D","major","D major",198072621,19.1041442941414,1
"evermore",FALSE,2020-12-11,11,"cowboy like me","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,4,275040,TRUE,"C","major","C major",168398970,18.9418465433642,1
"evermore",FALSE,2020-12-11,12,"long story short","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,4,215920,FALSE,"C","major","C major",179014975,19.0029800195237,1
"evermore",FALSE,2020-12-11,13,"marjorie","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,4,257773,FALSE,"F","major","F major",185623035,19.0392284816066,1
"evermore",FALSE,2020-12-11,14,"closure","Taylor Swift",NA,FALSE,NA,NA,2020-12-11,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,5,180653,FALSE,"A","major","A major",112206035,18.5358473374851,1
"evermore",FALSE,2020-12-11,15,"evermore","Taylor Swift","Bon Iver",FALSE,NA,NA,2020-12-11,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,5,304107,FALSE,"C#","major","C# major",194506016,19.0859736511357,1
"evermore",FALSE,2020-12-11,16,"right where you left me","Taylor Swift",NA,TRUE,NA,NA,2020-12-11,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,4,245027,FALSE,"A#","major","A# major",287073192,19.4752477656009,1
"evermore",FALSE,2020-12-11,17,"it's time to go","Taylor Swift",NA,TRUE,NA,NA,2020-12-11,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-05,0.09,0.416,151.923,4,254640,FALSE,"C","major","C major",97565857,18.3960381643603,0
"Midnights",FALSE,2022-10-21,1,"Lavender Haze","Taylor Swift",NA,FALSE,NA,2022-11-29,2022-10-21,0.735,0.454,7,-10.516,0,0.0876,0.236,0.00113,0.133,0.0751,97.043,4,202396,TRUE,"G","minor","G minor",644669609,20.2842485094148,1
"Midnights",FALSE,2022-10-21,2,"Maroon","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.65,0.397,7,-8.237,1,0.0365,0.0609,1.4e-06,0.089,0.0382,108.055,4,218271,TRUE,"G","major","G major",416296179,19.846907533646,1
"Midnights",FALSE,2022-10-21,3,"Anti-Hero","Taylor Swift",NA,FALSE,NA,2022-10-24,2022-10-21,0.637,0.649,4,-6.59,1,0.0584,0.115,1.22e-06,0.147,0.497,96.935,4,200690,FALSE,"E","major","E major",1383375573,21.0477924167535,1
"Midnights",FALSE,2022-10-21,4,"Snow On The Beach","Taylor Swift","Lana Del Rey",FALSE,NA,NA,2022-10-21,0.653,0.331,9,-13.534,1,0.039,0.705,0.0013,0.116,0.166,110.014,4,256124,TRUE,"A","major","A major",400157718,19.8073693223584,1
"Midnights",FALSE,2022-10-21,5,"You're On Your Own, Kid","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.694,0.386,2,-10.312,1,0.0597,0.423,1.05e-05,0.126,0.39,120.044,4,194207,FALSE,"D","major","D major",508906632,20.047775123504,1
"Midnights",FALSE,2022-10-21,6,"Midnight Rain","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.654,0.372,0,-11.704,1,0.0667,0.705,6.78e-05,0.114,0.198,140.15,4,174783,FALSE,"C","major","C major",588591167,20.1932423868553,1
"Midnights",FALSE,2022-10-21,7,"Question...?","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.741,0.509,7,-8.747,1,0.19,0.205,0,0.262,0.113,108.978,4,210557,TRUE,"G","major","G major",275878118,19.4354697246975,1
"Midnights",FALSE,2022-10-21,8,"Vigilante Shit","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.867,0.272,4,-11.014,0,0.363,0.157,3.42e-05,0.118,0.157,79.962,4,164801,TRUE,"E","minor","E minor",352373319,19.6802017369012,1
"Midnights",FALSE,2022-10-21,9,"Bejeweled","Taylor Swift",NA,FALSE,2022-10-25,NA,2022-10-21,0.695,0.546,7,-9.184,1,0.066,0.0648,0.000128,0.0883,0.425,164,4,194166,FALSE,"G","major","G major",468159365,19.9643193194212,1
"Midnights",FALSE,2022-10-21,10,"Labyrinth","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.493,0.308,0,-15.489,1,0.0436,0.804,0.328,0.123,0.13,109.993,4,247962,FALSE,"C","major","C major",245634517,19.3193552858932,1
"Midnights",FALSE,2022-10-21,11,"Karma","Taylor Swift",NA,FALSE,NA,2023-05-01,2022-10-21,0.647,0.614,8,-7.091,1,0.0651,0.0782,0,0.611,0.0956,90.034,4,204852,TRUE,"G#","major","G# major",664386951,20.3143752952336,1
"Midnights",FALSE,2022-10-21,12,"Sweet Nothing","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.335,0.166,0,-14.958,1,0.048,0.967,0.00012,0.115,0.391,175.917,4,188497,FALSE,"C","major","C major",248101984,19.3293504454055,1
"Midnights",FALSE,2022-10-21,13,"Mastermind","Taylor Swift",NA,FALSE,NA,NA,2022-10-21,0.661,0.345,4,-14.037,1,0.144,0.545,0.000915,0.0871,0.126,125.977,4,191039,FALSE,"E","major","E major",303420920,19.5306315743803,1
"Midnights",FALSE,2022-10-21,14,"The Great War","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.573,0.737,5,-9.002,1,0.0352,0.203,2.78e-05,0.0851,0.592,96.009,4,240356,FALSE,"F","major","F major",251709137,19.3437847605988,1
"Midnights",FALSE,2022-10-21,15,"Bigger Than The Whole Sky","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.48,0.22,6,-12.469,1,0.0425,0.837,0.00269,0.116,0.0633,82.951,4,218503,FALSE,"F#","major","F# major",163733564,18.9137510549229,1
"Midnights",FALSE,2022-10-21,16,"Paris","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.691,0.498,7,-10.519,1,0.101,0.116,3.07e-05,0.136,0.454,110.963,4,196259,FALSE,"G","major","G major",165266287,18.9230685915973,1
"Midnights",FALSE,2022-10-21,17,"High Infidelity","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.564,0.545,10,-10.17,1,0.104,0.726,0,0.0878,0.766,176.082,4,231475,FALSE,"A#","major","A# major",138928261,18.7494682499518,1
"Midnights",FALSE,2022-10-21,18,"Glitch","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.677,0.451,11,-9.744,0,0.19,0.318,0,0.11,0.399,140.845,4,148781,FALSE,"B","minor","B minor",110633604,18.5217344345391,0
"Midnights",FALSE,2022-10-21,19,"Would've, Could've, Should've","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.482,0.837,0,-6.501,1,0.12,0.435,0.00147,0.123,0.534,157.96,4,260362,FALSE,"C","major","C major",239775114,19.2952120170239,1
"Midnights",FALSE,2022-10-21,20,"Dear Reader","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.475,0.386,0,-12.038,1,0.0737,0.497,0.00104,0.119,0.162,107.601,4,225194,FALSE,"C","major","C major",113609367,18.5482765168379,1
"Midnights",FALSE,2022-10-21,14,"Hits Different","Taylor Swift",NA,TRUE,NA,NA,2022-10-21,0.672,0.782,5,-6.499,1,0.0421,0.148,4.73e-06,0.296,0.239,106.026,4,234467,TRUE,"F","major","F major",155887518,18.864645266679,1
"Midnights",FALSE,2022-10-21,15,"You're On Your Own, Kid (Strings Remix)",NA,NA,TRUE,NA,NA,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150209125,18.8275390477792,1
"Midnights",FALSE,2022-10-21,16,"Sweet Nothing (Piano Remix)",NA,NA,TRUE,NA,NA,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
"Midnights",FALSE,2022-10-21,22,"Snow On The Beach (More Lana Del Rey)","Taylor Swift","Lana Del Rey",TRUE,NA,NA,2023-05-26,0.664,0.401,6,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,4,229943,TRUE,"F#","minor","F# minor",0,-Inf,0
"Midnights",FALSE,2022-10-21,23,"Karma (Remix)","Taylor Swift","Ice Spice",TRUE,NA,NA,2023-05-26,0.615,0.616,8,-6.523,1,0.0622,0.0623,0,0.579,0.0734,89.977,4,201493,TRUE,"G#","major","G# major",79199767,18.1874839148611,0
"Midnights",FALSE,2022-10-21,19,"You're Losing Me (From The Vault)",NA,NA,TRUE,NA,NA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131773671,18.6965963952819,1
"The Taylor Swift Holiday Collection",TRUE,2007-10-14,1,"Last Christmas","Taylor Swift",NA,FALSE,NA,NA,2007-10-14,0.702,0.77,5,-5.319,1,0.0372,0.31,0,0.149,0.685,116.009,4,208253,FALSE,"F","major","F major",29878596,17.2126529291731,0
"The Taylor Swift Holiday Collection",TRUE,2007-10-14,2,"Christmases When You Were Mine","Taylor Swift",NA,FALSE,NA,NA,2007-10-14,0.625,0.206,7,-12.568,1,0.0285,0.646,0,0.0915,0.392,79.466,4,184253,FALSE,"G","major","G major",7090920,15.7743256503159,0
"The Taylor Swift Holiday Collection",TRUE,2007-10-14,3,"Santa Baby","Taylor Swift",NA,FALSE,NA,NA,2007-10-14,0.759,0.509,5,-6.593,1,0.0271,0.159,0,0.153,0.75,107.948,4,158600,FALSE,"F","major","F major",11455602,16.2539894259589,0
"The Taylor Swift Holiday Collection",TRUE,2007-10-14,4,"Silent Night","Taylor Swift",NA,FALSE,NA,NA,2007-10-14,0.423,0.311,7,-7.581,1,0.0319,0.621,0,0.0987,0.134,119.546,3,209893,FALSE,"G","major","G major",5465924,15.5140437412388,0
"The Taylor Swift Holiday Collection",TRUE,2007-10-14,5,"Christmas Must Be Something More","Taylor Swift",NA,FALSE,NA,NA,2007-10-14,0.689,0.793,7,-4.838,1,0.0356,0.298,0,0.107,0.506,122.879,4,232147,FALSE,"G","major","G major",6517594,15.6900158473939,0
"The Taylor Swift Holiday Collection",TRUE,2007-10-14,6,"White Christmas","Taylor Swift",NA,FALSE,NA,NA,2007-10-14,0.562,0.392,9,-9.014,1,0.0287,0.587,0,0.224,0.514,145.792,4,154000,FALSE,"A","major","A major",5872393,15.5857727748298,0
"Beautiful Eyes",TRUE,2008-07-15,1,"Beautiful Eyes",NA,NA,FALSE,NA,NA,2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
"Beautiful Eyes",TRUE,2008-07-15,2,"Should've Said No (Alternate Version)",NA,NA,FALSE,NA,NA,2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
"Beautiful Eyes",TRUE,2008-07-15,3,"Teardrops On My Guitar (Acoustic Version)",NA,NA,FALSE,NA,NA,2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
"Beautiful Eyes",TRUE,2008-07-15,4,"Picture To Burn (Radio Edit)",NA,NA,FALSE,NA,NA,2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
"Beautiful Eyes",TRUE,2008-07-15,5,"I'm Only Me When I'm With You",NA,NA,FALSE,NA,NA,2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
"Beautiful Eyes",TRUE,2008-07-15,6,"I Heart ?",NA,NA,FALSE,2008-06-23,NA,2008-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
NA,NA,NA,NA,"All Of The Girls You Loved Before","Taylor Swift",NA,NA,2023-03-17,NA,2023-03-17,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,3,221407,FALSE,"D","major","D major",314448827,19.566331908624,1
NA,NA,NA,NA,"American Girl",NA,NA,NA,2009-06-30,NA,2009-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
NA,NA,NA,NA,"Bad Blood (Remix)","Taylor Swift","Kendrick Lamar",NA,NA,2015-05-17,2015-05-17,0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,4,200107,FALSE,"B","minor","B minor",0,-Inf,0
NA,NA,NA,NA,"Beautiful Ghosts","Taylor Swift",NA,NA,2019-11-15,NA,2019-11-15,0.382,0.219,4,-10.068,1,0.0677,0.85,0,0.0954,0.222,175.561,3,261053,FALSE,"E","major","E major",0,-Inf,0
NA,NA,NA,NA,"Carolina","Taylor Swift",NA,NA,2022-06-24,NA,2022-06-24,0.476,0.189,11,-13.777,0,0.0329,0.904,4.52e-06,0.254,0.324,115.851,4,264439,FALSE,"B","minor","B minor",0,-Inf,0
NA,NA,NA,NA,"Christmas Tree Farm","Taylor Swift",NA,NA,NA,2019-12-06,2019-12-06,0.598,0.68,7,-4.505,1,0.0331,0.06,0,0.324,0.437,134.002,4,228027,FALSE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"Crazier","Taylor Swift",NA,NA,2009-03-20,NA,2009-03-20,0.452,0.544,4,-5.423,1,0.0277,0.0631,5.33e-06,0.104,0.158,133.042,3,191947,FALSE,"E","major","E major",0,-Inf,0
NA,NA,NA,NA,"Eyes Open (Taylor's Version)","Taylor Swift",NA,NA,2023-03-17,NA,2023-03-17,0.566,0.764,7,-6.994,1,0.0356,0.000752,0.000787,0.184,0.238,137.019,4,243264,FALSE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"Eyes Open","Taylor Swift",NA,NA,NA,2012-03-27,2012-03-27,0.598,0.724,7,-7.226,1,0.0344,0.00667,0.00187,0.0839,0.299,137.116,4,244587,FALSE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"I Don't Wanna Live Forever","ZAYN","Taylor Swift",NA,NA,2016-12-09,2016-12-09,0.734,0.442,0,-8.432,1,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,4,245653,FALSE,"C","major","C major",0,-Inf,0
NA,NA,NA,NA,"If This Was A Movie (Taylor's Version)","Taylor Swift",NA,NA,2023-03-17,NA,2023-03-17,0.473,0.66,4,-4.737,1,0.0275,0.105,0,0.225,0.29,147.895,4,237022,FALSE,"E","major","E major",0,-Inf,0
NA,NA,NA,NA,"Lover (Remix)","Taylor Swift","Shawn Mendes",NA,2019-11-13,NA,2019-11-13,0.448,0.603,7,-7.176,1,0.064,0.433,0,0.0862,0.422,205.272,3,221307,FALSE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"Only The Young","Taylor Swift",NA,NA,2020-01-31,NA,2020-01-31,0.56,0.78,5,-4.895,0,0.0517,0.00244,0,0.0714,0.602,93.516,4,157507,FALSE,"F","minor","F minor",0,-Inf,0
NA,NA,NA,NA,"Ronan","Taylor Swift",NA,NA,NA,2012-09-08,2012-09-08,0.565,0.255,0,-10.152,1,0.0314,0.646,0,0.127,0.174,57.964,4,265307,FALSE,"C","major","C major",0,-Inf,0
NA,NA,NA,NA,"Safe & Sound (Taylor's Version)","Taylor Swift","Joy Williams, John Paul White",NA,2023-03-17,NA,2023-03-17,0.406,0.322,7,-10.953,1,0.0279,0.771,3.77e-06,0.0736,0.244,144.641,4,239668,FALSE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"Safe & Sound","Taylor Swift","The Civil Wars",NA,2011-12-26,NA,2011-12-26,0.471,0.3,7,-10.807,1,0.028,0.883,1.05e-05,0.0698,0.289,144.319,4,240067,FALSE,"G","major","G major",0,-Inf,0
