"album_name","ep","album_release","track_number","track_name","artist","featuring","bonus_track","promotional_release","single_release","track_release","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","Streams","log_Streams","binary_streams"
NA,NA,NA,NA,"September","Taylor Swift",NA,NA,2018-04-13,NA,2018-04-13,0.641,0.444,6,-6.482,1,0.0239,0.412,0.00121,0.179,0.588,107.081,4,187824,FALSE,"F#","major","F# major",0,-Inf,0
NA,NA,NA,NA,"Sweeter Than Fiction","Taylor Swift",NA,NA,2013-10-21,NA,2013-10-21,0.71,0.614,6,-6.965,1,0.0366,0.00164,0.000154,0.0785,0.673,135.012,4,237640,FALSE,"F#","major","F# major",0,-Inf,0
NA,NA,NA,NA,"Today Was A Fairytale","Taylor Swift",NA,NA,2010-01-19,NA,2010-01-19,0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72e-06,0.167,0.344,157.988,4,242480,FALSE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"Babe","Sugarland","Taylor Swift",NA,NA,2018-04-20,2018-04-20,0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-06,0.136,0.664,171.72,4,215107,FALSE,"E","major","E major",0,-Inf,0
NA,NA,NA,NA,"Birch","Big Red Machine","Taylor Swift",NA,NA,2021-08-27,2021-08-27,0.644,0.639,8,-13.545,1,0.0466,0.889,0.143,0.0993,0.255,92.012,4,330067,TRUE,"G#","major","G# major",0,-Inf,0
NA,NA,NA,NA,"Both Of Us","B.o.B","Taylor Swift",NA,NA,2012-05-22,2012-05-22,0.677,0.722,7,-7.088,1,0.0522,0.0213,0,0.207,0.0483,125.091,4,216120,TRUE,"G","major","G major",0,-Inf,0
NA,NA,NA,NA,"Gasoline (Remix)","HAIM","Taylor Swift",NA,NA,2021-02-19,2021-02-19,0.658,0.717,1,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,133.074,4,193373,FALSE,"C#","minor","C# minor",0,-Inf,0
NA,NA,NA,NA,"Half Of My Heart","John Mayer",NA,NA,NA,2010-06-21,2010-06-21,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,4,250373,FALSE,"F","major","F major",0,-Inf,0
NA,NA,NA,NA,"Highway Don't Care","Tim McGraw","Taylor Swift, Keith Urban",NA,NA,2013-03-25,2013-03-25,0.47,0.79,2,-5.352,1,0.039,0.0216,0,0.0863,0.495,158.061,4,276880,FALSE,"D","major","D major",0,-Inf,0
NA,NA,NA,NA,"Renegade","Big Red Machine","Taylor Swift",NA,NA,2021-07-02,2021-07-02,0.532,0.708,0,-8.121,1,0.0505,0.435,0.0236,0.107,0.586,167.977,4,254467,TRUE,"C","major","C major",0,-Inf,0
NA,NA,NA,NA,"The Alcott","The National","Taylor Swift",NA,NA,2023-04-28,2023-04-28,0.368,0.463,0,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,3,267773,FALSE,"C","major","C major",0,-Inf,0
NA,NA,NA,NA,"The Joker And The Queen","Ed Sheeran","Taylor Swift",NA,NA,2022-02-11,2022-02-11,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,4,185422,FALSE,"C","major","C major",0,-Inf,0
NA,NA,NA,NA,"Three Sad Virgins",NA,NA,NA,2021-11-13,NA,2021-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-Inf,0
NA,NA,NA,NA,"Two Is Better Than One","BOYS LIKE GIRLS","Taylor Swift",NA,NA,2009-10-19,2009-10-19,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,4,242840,FALSE,"C","major","C major",0,-Inf,0
